,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
646,Services,2023/BZP 00003059,True,"„Zakup usługi w zakresie przygotowania koncepcji nowego systemu transportu publicznego, w tym opracowanie nowych  tras  i ścieżek rowerowych na terenie miasta,” realizowane w ramach 2 zadań.","71243000-3 (Projekty planów (systemy i integracja)),71311200-3 (Usługi doradcze w zakresie systemów transportowych),71320000-7 (Usługi inżynieryjne w zakresie projektowania),79415200-8 (Usługi doradcze w zakresie projektowania)","{'4.3.)': 636666.67, '4.5.5.)': 395000.0, '6.2.)': 59890.0, '6.3.)': 281670.0, '6.4.)': 170970.0, '8.2.)': 170970.0}",2
647,Services,2023/BZP 00003062,True,Świadczenie usługi serwisu oświetlenia drogowego na terenie Gminy Cisek,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'6.2.)': 242041.56, '6.3.)': 242041.56, '6.4.)': 242041.56, '8.2.)': 242041.56}",1
648,Delivery,2023/BZP 00003078,True,Dostawa fabrycznie nowego drobnego sprzętu na potrzeby jednostek Ochotniczych Straży Pożarnych w celu promowania bezpieczeństwa na terenie województwa mazowieckiego,"35110000-8 (Sprzęt gaśniczy, ratowniczy i bezpieczeństwa)","{'4.5.5.)': 64019.51, '6.2.)': 60150.0, '6.3.)': 94021.2, '6.4.)': 60150.0, '8.2.)': 60150.0}",4
649,Services,2023/BZP 00003079,True,Konserwacja oświetlenia dróg i miejsc publicznych na terenie Gminy Bojanowo w 2023 r.,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'4.3.)': 188710.8, '6.2.)': 95900.44, '6.3.)': 95900.44, '6.4.)': 95900.44, '8.2.)': 95900.44}",1
650,Services,2023/BZP 00003080,True,Ochrona obiektów Sądu Okręgowego w Białymstoku,"79710000-4 (Usługi ochroniarskie),79711000-1 (Usługi nadzoru przy użyciu alarmu),79713000-5 (Usługi strażnicze),79714000-2 (Usługi w zakresie nadzoru),79715000-9 (Usługi patrolowe)","{'4.3.)': 1570248.0, '4.3.1)': 1500768.0, '6.2.)': 997971.84, '6.3.)': 1166228.93, '6.4.)': 997971.84, '8.2.)': 997971.84}",1
651,Services,2023/BZP 00003085,True,"Świadczenie usług przeglądów inst. urządzeń gaz., pogotowia techn. dla nagłych zdarzeń oraz usuwanie nieprawidłowości w inst. gaz. w zasobach ZGN Praga-Płd m.st. Wa-wy w 2022-23 r na terenie AN 5 i 7.","50700000-2 (Usługi w zakresie napraw i konserwacji instalacji budynkowych),45333000-0 (Roboty instalacyjne gazowe),45000000-7 (Roboty budowlane)","{'4.3.)': 318832.56, '4.3.1)': 165505.3, '6.3.)': 101984.22}",1
653,Delivery,2023/BZP 00003091,True,Dostawy artykułów spożywczych do punktu gastronomicznego  w Aquadrom Sp. z o.o. w Rudzie Śląskiej – w częściach,"15800000-6 (Różne produkty spożywcze),15500000-3 (Produkty mleczarskie)","{'4.3.)': 92489.66, '4.5.5.)': 21651.53, '6.2.)': 37808.91, '6.3.)': 37808.91, '6.4.)': 37808.91, '8.2.)': 37808.91}",2
655,Services,2023/BZP 00003100,True,Wykonanie usług polegających na sukcesywnym wykonywaniu tłumaczeń z języka polskiego na język angielski oraz z języka angielskiego na język polski na potrzeby Państwowej Agencji Atomistyki.,79530000-8 (Usługi w zakresie tłumaczeń pisemnych),"{'4.3.)': 203432.5, '6.2.)': 197292.0, '6.3.)': 431484.0, '6.4.)': 197292.0, '8.2.)': 197292.0}",1
656,Works,2023/BZP 00003101,True,Modernizacja oświetlenia ulicznego na terenie Gminy Ceranów,45000000-7 (Roboty budowlane),"{'4.3.)': 1598000.0, '6.4.)': 1598000.0}",1
657,Works,2023/BZP 00003103,True,PRZEBUDOWA DROGI DOJAZDOWEJ DO OŚRODKA SZKÓŁKARSKO-NASIENNEGO W JAROCINIE (UL. POZNAŃSKA),"45232452-5 (Roboty odwadniające),45100000-8 (Przygotowanie terenu pod budowę),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45233120-6 (Roboty w zakresie budowy dróg)","{'6.2.)': 442770.28, '6.3.)': 442770.28, '6.4.)': 442770.28, '8.2.)': 442770.28}",1
658,Services,2023/BZP 00003104,True,Usługa 2-krotnego przeprowadzenia testu psychometrycznego i  wystawieniu opinii referencyjnej uczestnikom projektu „Aktywni górą!”,85121270-6 (Usługi psychiatryczne lub psychologiczne),"{'4.3.1)': 17600.0, '4.5.5.)': 4400.0, '6.2.)': 2000.0, '6.3.)': 2000.0, '6.4.)': 4300.0, '8.2.)': 4300.0}",3
659,Services,2023/BZP 00003108,True,Świadczenie usługi obsługi technicznej PGE Narodowego w Warszawie –zamówienie uzupełniające,70330000-3 (Usługi zarządzania nieruchomościami na zasadzie bezpośredniej płatności lub umowy),"{'4.3.)': 899920.13, '6.2.)': 1106901.76, '6.3.)': 1106901.76, '6.4.)': 1106901.76, '8.2.)': 1106901.76}",1
660,Delivery,2023/BZP 00003109,True,"Dostawa platformy o podwoziu gąsienicowo - kołowym wraz z oprzyrządowaniem tj. modułem zasilającym, modułem trakcyjno - hamującym, złączem zasilającym, zestawem do montażu gąsienic.",34139000-0 (Podwozia),{},1
661,Delivery,2023/BZP 00003111,True,"Dostawa czasopism zagranicznych oraz gazet i czasopism polskich w prenumeracie rocznej, od numeru 1 do numeru ostatniego za rok 2023, w wersji drukowanej wraz dostępami online, do siedziby Zamawiając.","22200000-2 (Gazety, dzienniki, czasopisma i magazyny),79980000-7 (Usługi prenumeraty)","{'4.3.1)': 143283.54, '4.5.5.)': 55940.62, '6.2.)': 38616.42, '6.3.)': 39318.56, '6.4.)': 38616.42, '8.2.)': 38616.42}",2
662,Services,2023/BZP 00003113,True,Serwis instalacji systemu BMS,50711000-2 (Usługi w zakresie napraw i konserwacji elektrycznych instalacji budynkowych),{'6.3.)': 218.94},1
663,Services,2023/BZP 00003116,True,Usługi związane z wycinką drzew na terenie ZZ Piła,77211400-6 (Usługi wycinania drzew),"{'4.3.)': 207018.01, '4.5.5.)': 6200.0, '6.2.)': 8748.0, '6.3.)': 8748.0, '6.4.)': 8748.0, '8.2.)': 8748.0}",9
664,Services,2023/BZP 00003119,True,"Usługa realizacji szkoleń i konsultacji dla uczestników projektu 
„Akademia Kreatywności – pomysł, potencjał, przedsiębiorca”",80000000-4 (Usługi edukacyjne i szkoleniowe),"{'4.3.)': 14394.67, '4.3.1)': 13034.67, '4.5.5.)': 11498.67}",2
665,Services,2023/BZP 00003124,True,Świadczenie usług dowozu i odwozu dzieci i młodzieży szkolnej do Zespołu Placówek Oświatowych w Wiśniowej.,60112000-6 (Usługi w zakresie publicznego transportu drogowego),"{'4.3.)': 56149.8, '6.2.)': 87834.24, '6.3.)': 87834.24, '6.4.)': 87834.24, '8.2.)': 87834.24}",1
666,Delivery,2023/BZP 00003130,True,Usługi wsparcia i serwisu węzłów klastra pamięci masowej NetApp i rozbudowa posiadanego systemu o dodatkową przestrzeń dyskową.,"30210000-4 (Maszyny do przetwarzania danych (sprzęt)),72250000-2 (Usługi w zakresie konserwacji i wsparcia systemów)",{'4.3.)': 406504.07},1
667,Services,2023/BZP 00003132,True,"Zimowe utrzymanie parkingów, chodników i ścieżek rowerowych w sezonie zimowym 2022/2023 na terenie gminy i miasta Jarocin",90620000-9 (Usługi odśnieżania),"{'6.2.)': 318550.0, '6.3.)': 318550.0, '6.4.)': 318550.0, '8.2.)': 318550.0}",1
668,Works,2023/BZP 00003135,True,Postępowanie o udzielenie zamówienia klasycznego w trybie podstawowym na wycinkę drzew kolidujących z budową połączenia pieszego między Oksywiem Górnym a Oksywiem Dolnym w Gdyni,77211400-6 (Usługi wycinania drzew),"{'4.3.)': 2503884.32, '4.3.1)': 110015.7, '6.2.)': 25461.0, '6.3.)': 110331.0, '6.4.)': 25461.0}",1
669,Works,2023/BZP 00003141,True,"Modernizacja Kompleksu Sportowego ""Moje boisko - ORLIK 2012"" przy ul. Gen. Grota Roweckiego 20 w Lesznie","45212200-8 (Roboty budowlane w zakresie budowy obiektów sportowych),45111300-1 (Roboty rozbiórkowe),45100000-8 (Przygotowanie terenu pod budowę),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45112720-8 (Roboty w zakresie kształtowania terenów sportowych i rekreacyjnych),45223800-4 (Montaż i wznoszenie gotowych konstrukcji),45236119-7 (Naprawa boisk sportowych),45212290-5 (Usługi napraw i konserwacji obiektów sportowych),45233251-3 (Wymiana nawierzchni),45212213-2 (Roboty związane z oznakowaniem obiektów sportowych)",{'6.3.)': 323461.61},1
670,Works,2023/BZP 00003142,True,Budowa pompowni ścieków i stacji zlewczej ścieków dowożonych w Landzmierzu (Biadaczów) – II postępowanie,"45000000-7 (Roboty budowlane),45200000-9 (Roboty budowlane w zakresie wznoszenia kompletnych obiektów budowlanych lub ich części oraz roboty w zakresie inżynierii lądowej i wodnej),45300000-0 (Roboty instalacyjne w budynkach),45210000-2 (Roboty budowlane w zakresie budynków),45230000-8 (Roboty budowlane w zakresie budowy rurociągów, linii komunikacyjnych i elektroenergetycznych, autostrad, dróg, lotnisk i kolei; wyrównywanie terenu),45310000-3 (Roboty instalacyjne elektryczne)","{'6.2.)': 971085.0, '6.3.)': 971085.0, '6.4.)': 971085.0, '8.2.)': 971085.0}",1
671,Services,2023/BZP 00003149,True,"Świadczenie usługi w zakresie odbierania i zagospodarowania odpadów komunalnych od właścicieli nieruchomości, na których zamieszkują mieszkańcy, położonych na terenie gminy Zakrzewo.","90000000-7 (Usługi odbioru ścieków, usuwania odpadów, czyszczenia/sprzątania i usługi ekologiczne),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90512000-9 (Usługi transportu odpadów),90500000-2 (Usługi związane z odpadami)","{'6.2.)': 693261.18, '6.3.)': 693261.18, '6.4.)': 693261.18, '8.2.)': 693261.18}",1
672,Delivery,2023/BZP 00003150,True,Świadczenie usług dystrybucji energii elektrycznej przeznaczonej dla PGE Narodowego w Warszawie,65310000-9 (Przesył energii elektrycznej),"{'6.2.)': 1017633.0, '6.3.)': 1017633.0, '6.4.)': 1017633.0, '8.2.)': 1017633.0}",1
673,Services,2023/BZP 00003154,True,Odbiór i zagospodarowanie odpadów komunalnych od właścicieli nieruchomości zamieszkałych z terenu Gminy Mircze,"90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90600000-3 (Usługi sprzątania oraz usługi sanitarne na obszarach miejskich lub wiejskich oraz usługi powiązane)","{'4.3.)': 663240.74, '6.2.)': 1025568.0, '6.3.)': 1312254.0, '6.4.)': 1025568.0, '8.2.)': 1025568.0}",1
674,Services,2023/BZP 00003156,True,Zimowe utrzymanie dróg gminnych w sezonie zimowym 2022/2023 na terenie gminy i miasta Jarocin,90620000-9 (Usługi odśnieżania),"{'4.5.5.)': 257581.02, '6.2.)': 319597.05, '6.3.)': 319597.05, '6.4.)': 319597.05, '8.2.)': 319597.05}",2
675,Services,2023/BZP 00003163,True,Świadczenie usług w zakresie dowożenia uczniów do szkół w 2023 roku,60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),"{'6.2.)': 360503.14, '6.3.)': 360503.14, '6.4.)': 360503.14, '8.2.)': 360503.14}",1
676,Delivery,2023/BZP 00003170,True,DOSTAWA ODZIEŻY I OBUWIA ROBOCZEGO I OCHRONNEGO ORAZ PODSTAWOWEGO INDYWIDUALNEGO SPRZĘTU OCHRONNEGO,"35113400-3 (Odzież ochronna i zabezpieczająca),18100000-0 (Odzież branżowa, specjalna odzież robocza i dodatki),35113000-9 (Sprzęt bezpieczeństwa),18830000-6 (Obuwie ochronne),18832000-0 (Obuwie specjalne)","{'4.5.5.)': 58353.0, '6.2.)': 58988.34, '6.3.)': 58988.34, '6.4.)': 58988.34, '8.2.)': 58988.34}",2
677,Services,2023/BZP 00003175,True,„Odbiór i transport odpadów komunalnych z terenu Gminy Rajgród w roku 2023”,"90511000-2 (Usługi wywozu odpadów),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych)","{'4.5.5.)': 207720.0, '6.2.)': 231336.0, '6.3.)': 231336.0, '6.4.)': 231336.0, '8.2.)': 231336.0}",2
678,Delivery,2023/BZP 00003184,True,Dostawa artykułów żywnościowych do stołówki Zespołu Szkolno – Przedszkolnego w Gostyninie.,"15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15131100-6 (Produkty mięsno-wędliniarskie),15131120-2 (Produkty wędliniarskie),15131130-5 (Wędliny),15112000-6 (Drób),15112100-7 (Świeży drób),15131135-0 (Wędliny drobiowe),15200000-0 (Ryby przetworzone i konserwowane),03000000-1 (Produkty rolnictwa, hodowli, rybołówstwa, leśnictwa i podobne),03220000-9 (Warzywa, owoce i orzechy),03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy),15300000-1 (Owoce, warzywa i podobne produkty),15800000-6 (Różne produkty spożywcze),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15500000-3 (Produkty mleczarskie),15811000-6 (Pieczywo),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),03142500-3 (Jaja),15613300-1 (Produkty zbożowe)","{'4.3.)': 956364.05, '4.5.5.)': 28853.5, '6.2.)': 25684.0, '6.3.)': 25684.0, '6.4.)': 25684.0, '8.2.)': 25684.0}",8
679,Services,2023/BZP 00003187,True,Dowóz dzieci niepełnosprawnych zamieszkałych na terenie Gminy Mszana Dolna do Szkoły Podstawowej Specjalnej w Specjalnym Ośrodku Szkolno-Wychowawczym im. Marii Konopnickiej w Dobrej,60100000-9 (Usługi w zakresie transportu drogowego),{'4.3.)': 101851.85},1
680,Services,2023/BZP 00003188,True,Usługa cateringowa zbiorowego żywienia dzieci uczęszczających do Gminnego Żłobka Kraina Smyka,"55321000-6 (Usługi przygotowywania posiłków),55520000-1 (Usługi dostarczania posiłków),55322000-3 (Usługi gotowania posiłków)","{'6.2.)': 359784.0, '6.3.)': 376200.0, '6.4.)': 359784.0, '8.2.)': 359784.0}",1
681,Delivery,2023/BZP 00003192,True,Zakup gazów wzorcowych do badania emisji i imisji dla Centralnego Laboratorium Badawczego,24100000-5 (Gazy),"{'4.3.)': 399157.44, '4.5.5.)': 39954.33, '6.2.)': 41185.32, '6.3.)': 55350.0, '6.4.)': 41185.32, '8.2.)': 41185.32}",4
682,Delivery,2023/BZP 00003193,True,Dostawa artykułów spożywczych,"15800000-6 (Różne produkty spożywcze),15300000-1 (Owoce, warzywa i podobne produkty),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15200000-0 (Ryby przetworzone i konserwowane),15500000-3 (Produkty mleczarskie),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),03142500-3 (Jaja),15331170-9 (Warzywa mrożone)","{'4.3.1)': 383752.66, '4.5.5.)': 2980.5, '6.2.)': 3408.75, '6.3.)': 3408.75, '6.4.)': 3408.75, '8.2.)': 3408.75}",7
683,Delivery,2023/BZP 00003197,True,Dostawa artykułów żywnościowych do stołówki Zespołu Szkolno – Przedszkolnego w Gostyninie - pieczywo,"15811000-6 (Pieczywo),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie)","{'4.3.)': 40551.5, '6.2.)': 33670.0, '6.3.)': 39747.0, '6.4.)': 33670.0}",1
684,Delivery,2023/BZP 00003200,True,"Dostawa odczynników hematologicznych, materiałów kontrolnych i eksploatacyjnych wraz z dzierżawą dwóch analizatorów hematologicznych","33696200-7 (Odczynniki do badania krwi),33696500-0 (Odczynniki laboratoryjne)",{},1
685,Services,2023/BZP 00003203,True,Przygotowywanie i dostarczanie obiadów dla uczniów Szkoły Podstawowej w Rydzynie w roku 2023,55523100-3 (Usługi w zakresie posiłków szkolnych),"{'4.3.)': 174930.0, '6.2.)': 189000.0, '6.3.)': 241500.0, '6.4.)': 189000.0, '8.2.)': 189000.0}",1
686,Services,2023/BZP 00003208,True,Obsługa recepcji z usługami ochrony osób i mienia w CKiW OHP w Oleśnicy,"79710000-4 (Usługi ochroniarskie),79992000-4 (Usługi recepcyjne)","{'4.3.)': 178861.79, '6.2.)': 214897.92, '6.3.)': 333428.4, '6.4.)': 214897.92}",1
687,Works,2023/BZP 00003215,True,Przebudowa ul. Macieja Rataja w Ostrzeszowie – postępowanie nr 2,"45233120-6 (Roboty w zakresie budowy dróg),45233252-0 (Roboty w zakresie nawierzchni ulic),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne)","{'6.2.)': 348207.93, '6.3.)': 348207.93, '6.4.)': 348207.93, '8.2.)': 348207.93}",1
689,Delivery,2023/BZP 00003218,True,Dostawa energii elektrycznej dla Gminy Rydzyna w roku 2023,"09000000-3 (Produkty naftowe, paliwo, energia elektryczna i inne źródła energii),09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)","{'4.3.)': 590293.29, '4.5.5.)': 308311.0, '6.2.)': 619649.61, '6.3.)': 619649.61, '6.4.)': 619649.61, '8.2.)': 619649.61}",2
691,Services,2023/BZP 00003224,True,Obsługa bankowa budżetu Gminy Polanica-Zdrój oraz jej jednostek organizacyjnych w latach 2023- 2025.,"66110000-4 (Usługi bankowe),66100000-1 (Usługi bankowe i inwestycyjne),66112000-8 (Usługi depozytowe),66113000-5 (Usługi udzielania kredytu)","{'6.2.)': 399120.0, '6.3.)': 814080.0, '6.4.)': 399120.0, '8.2.)': 399120.0}",1
692,Delivery,2023/BZP 00003227,True,Dostawa artykułów spożywczych - (różne produkty spożywcze),15800000-6 (Różne produkty spożywcze),"{'4.3.)': 49338.93, '6.2.)': 46455.32, '6.3.)': 46455.32, '6.4.)': 46455.32, '8.2.)': 46455.32}",1
693,Services,2023/BZP 00003228,True,Świadczenie schronienia osobom bezdomnym – klientom Miejskiego Ośrodka Pomocy Społecznej w Chełmży,"85311000-2 (Usługi opieki społecznej obejmujące miejsca noclegowe),85000000-9 (Usługi w zakresie zdrowia i opieki społecznej)","{'6.2.)': 211452.0, '6.3.)': 211452.0, '6.4.)': 211452.0, '8.2.)': 211452.0}",1
694,Services,2023/BZP 00003230,True,usługa ubezpieczenia majątku i innych interesów Gminy Babice,"66510000-8 (Usługi ubezpieczeniowe),66515100-4 (Usługi ubezpieczenia od ognia),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66516400-4 (Usługi ubezpieczenia od ogólnej odpowiedzialności cywilnej),66514110-0 (Usługi ubezpieczeń pojazdów mechanicznych),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków)","{'6.2.)': 109643.33, '6.4.)': 109643.33, '8.2.)': 109643.33}",3
695,Services,2023/BZP 00003231,True,„ŚWIADCZENIE USŁUGI OCHRONY OSÓB I MIENIA W OBIEKTACH ZARZĄDZANYCH PRZEZ SPÓŁKĘ TERMY CIEPLICKIE W JELENIEJ GÓRZE            W ROKU 2023”,79710000-4 (Usługi ochroniarskie),"{'6.2.)': 417893.98, '6.3.)': 492591.04, '6.4.)': 417893.98, '8.2.)': 417893.98}",1
696,Works,2023/BZP 00003232,True,„Utworzenie przestrzeni do wspólnych spotkań poprzez zagospodarowanie terenu przy ul. Wadowickiej   w miejscowości Wyźrał”,"45100000-8 (Przygotowanie terenu pod budowę),45233200-1 (Roboty w zakresie różnych nawierzchni),45342000-6 (Wznoszenie ogrodzeń),39112000-0 (Krzesła)","{'4.3.)': 276000.0, '4.5.5.)': 43788.0, '6.2.)': 32103.0, '6.3.)': 36715.5, '6.4.)': 32103.0, '8.2.)': 32103.0}",2
697,Delivery,2023/BZP 00003235,True,Dostawy mleka i nabiału dla Domu Pomocy Społecznej „Dom Kombatanta” z siedzibą przy ul. Kruczej 17 w Szczecinie,15500000-3 (Produkty mleczarskie),"{'4.3.1)': 252212.58, '6.2.)': 219523.26, '6.3.)': 288344.8, '6.4.)': 219523.26, '8.2.)': 219523.26}",1
698,Delivery,2023/BZP 00003236,True,Dostawy mięsa i produktów mięsno – wędliniarskich dla Domu Pomocy Społecznej „Dom Kombatanta” z siedzibą przy ul. Kruczej 17 w Szczecinie – w podziale na części,"15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15131130-5 (Wędliny)","{'4.3.1)': 207197.95, '4.5.5.)': 77386.15, '6.2.)': 87602.1, '6.3.)': 93925.0, '6.4.)': 87602.1, '8.2.)': 87602.1}",2
699,Delivery,2023/BZP 00003237,True,Dostawy warzyw i owoców dla Domu Pomocy Społecznej „Dom Kombatanta” z siedzibą przy ul. Kruczej 17 w Szczecinie – w podziale na części,"03200000-3 (Zboża, ziemniaki, warzywa, owoce i orzechy)","{'4.3.1)': 156529.55, '4.5.5.)': 51638.4, '6.2.)': 42610.0, '6.3.)': 42610.0, '6.4.)': 42610.0, '8.2.)': 42610.0}",2
700,Delivery,2023/BZP 00003244,True,Zakup komputerów biurowych wraz z oprogramowaniem w ramach realizacji projektu grantowego „Cyfrowa Gmina”,30213300-8 (Komputer biurkowy),"{'6.2.)': 52398.0, '6.3.)': 57453.3, '6.4.)': 52398.0, '8.2.)': 52398.0}",1
701,Services,2023/BZP 00003248,True,Ubezpieczenia komunikacyjne floty pojazdów gminy-miasto Grudziądz wraz z Urzędem Miejskim oraz jednostkami organizacyjnymi,"66510000-8 (Usługi ubezpieczeniowe),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej),66514110-0 (Usługi ubezpieczeń pojazdów mechanicznych),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków)","{'6.2.)': 163277.4, '6.3.)': 237460.87, '6.4.)': 163277.4, '8.2.)': 163277.4}",1
