,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
4561,Delivery,2023/BZP 00023449,True,Dostawa artykułów spożywczych oraz mięsa i wędlin,"15511210-8 (Mleko UHT),15551300-8 (Jogurt),15540000-5 (Produkty serowarskie),15542100-0 (Ser twarogowy),15542200-1 (Ser miękki),15512000-0 (Śmietana),15542300-2 (Ser feta),15530000-2 (Masło),03142500-3 (Jaja),15872400-5 (Sól),15614100-6 (Ryż długoziarnisty),15612100-2 (Mąka pszenna),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15613000-8 (Produkty z ziaren zbóż),15831200-4 (Cukier biały),15851100-9 (Makaron niegotowany),24911000-3 (Żelatyny),15331427-6 (Skoncentrowany przecier pomidorowy),15871230-5 (Ketchup),15871200-6 (Sosy, mieszanki przypraw i mieszanki przypraw korzennych),15871100-5 (Ocet i substytuty octu),15871273-8 (Majonez),15871250-1 (Musztarda),15872000-1 (Zioła i przyprawy korzenne),15870000-7 (Przyprawy i przyprawy korzenne),15860000-4 (Kawa, herbata i podobne produkty),15833100-7 (Desery),15412200-1 (Tłuszcze roślinne),15830000-5 (Cukier i produkty pokrewne),15899000-6 (Proszek do pieczenia),15841000-5 (Kakao),03222331-2 (Morele),15331132-1 (Groch przetworzony),15331000-7 (Warzywa przetworzone),15332290-3 (Dżemy),03142100-9 (Miód naturalny),15332419-4 (Sułtanki),15320000-7 (Soki owocowe i warzywne),15820000-2 (Sucharki i herbatniki; wyroby piekarskie i ciastkarskie o przedłużonej trwałości),15331480-5 (Warzywa tymczasowo zakonserwowane),15811300-9 (Pieczywo francuskie),15898000-9 (Drożdże),15982000-5 (Napoje orzeźwiające),15612000-1 (Mąka zbożowa lub roślinna i podobne produkty),03221410-3 (Kapusta),03221420-6 (Kalafior),03221430-9 (Brokuły),03221120-3 (Warzywa bulwiaste),03221240-0 (Pomidory),03221270-9 (Ogórki),03221300-9 (Warzywa liściaste),03221113-1 (Cebula),03221260-6 (Grzyby),03221110-0 (Warzywa korzeniowe),03221250-3 (Cukinia),15331170-9 (Warzywa mrożone),15332100-5 (Przetworzone owoce),15896000-5 (Produkty głęboko mrożone),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15241200-1 (Śledź przetworzony lub konserwowany),15331142-4 (Kapusta przetworzona),03222111-4 (Banany),03222320-2 (Jabłka, gruszki i pigwy),03222210-8 (Cytryny),03222332-9 (Brzoskwinie),03222240-7 (Mandarynki),03222000-3 (Owoce i orzechy),03222313-0 (Truskawki),03212100-1 (Ziemniaki),15981400-2 (Wody mineralne z dodatkiem substancji smakowych),15980000-1 (Napoje bezalkoholowe),15131000-5 (Konserwy i przetwory z mięsa),15240000-2 (Ryby puszkowane i pozostałe ryby konserwowane lub przetworzone),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15811400-0 (Bułeczki),15812000-3 (Wyroby ciastkarskie i ciasta),15842000-2 (Czekolada i wyroby cukiernicze),15842300-5 (Wyroby cukiernicze),15555100-4 (Lody),15112130-6 (Kurczęta),15131135-0 (Wędliny drobiowe),15131400-9 (Produkty wieprzowe)","{'4.5.5.)': 32574.61, '6.3.)': 393.0, '6.4.)': 393.0, '8.2.)': 393.0, '6.2.)': 393.0}",5
4562,Delivery,2023/BZP 00023452,True,Dostawa sprzętu medycznego,33100000-1 (Urządzenia medyczne),"{'4.3.)': 146851.85, '4.3.1)': 76038.33, '4.5.5.)': 61000.0, '6.2.)': 3900.0, '6.3.)': 60603.39, '6.4.)': 60603.39, '8.2.)': 60603.39}",6
4563,Services,2023/BZP 00023462,True,"„Dowóz i odwóz uczniów do i z przedszkola, szkół podstawowych na terenie gminy Banie w roku 2023 na podstawie biletów miesięcznych i jednorazowych w ramach komunikacji regularnej”.",60112000-6 (Usługi w zakresie publicznego transportu drogowego),"{'6.2.)': 540187.2, '6.3.)': 540187.2, '6.4.)': 540187.2, '8.2.)': 540187.2}",1
4564,Services,2023/BZP 00023464,True,"Bież. utrzymanie, konserwacja i usługa inform. systemów: preselekcyjnego ważenia pojazdów, analizy ruchu, kontroli przejazdu na czerwonym świetle, stacji pogodowej, tablic zmiennej treści w 2023",50230000-6 (Usługi w zakresie napraw i konserwacji i podobne usługi osprzętu dróg i innego sprzętu),"{'4.3.)': 189975.6, '6.2.)': 259333.2, '6.3.)': 259333.2, '6.4.)': 259333.2, '8.2.)': 259333.2}",1
4565,Services,2023/BZP 00023468,True,Administrowanie targowiskami w Jaśle.,70330000-3 (Usługi zarządzania nieruchomościami na zasadzie bezpośredniej płatności lub umowy),"{'6.2.)': 400000.0, '6.3.)': 400000.0, '6.4.)': 400000.0, '8.2.)': 400000.0}",1
4566,Works,2023/BZP 00023470,True,Remont mieszkania z przeznaczeniem na mieszkanie chronione wspierane przy ul. Słowiańskiej 31/1 w Nysie w ramach Projekt partnerski  „Nie – Sami – Dzielni ................................,"45000000-7 (Roboty budowlane),45453000-7 (Roboty remontowe i renowacyjne),45332200-5 (Roboty instalacyjne hydrauliczne),45310000-3 (Roboty instalacyjne elektryczne)","{'4.3.)': 233617.52, '6.2.)': 184635.21, '6.3.)': 223513.69, '6.4.)': 184635.21, '8.2.)': 184635.21}",1
4567,Services,2023/BZP 00023475,True,Przewóz uczniów niepełnosprawnych do placówek oświatowych w 2023 r.,"60112000-6 (Usługi w zakresie publicznego transportu drogowego),60100000-9 (Usługi w zakresie transportu drogowego)","{'4.3.1)': 141554.88, '4.5.5.)': 17980.48, '6.2.)': 47656.0, '6.3.)': 115147.2, '6.4.)': 47656.0, '8.2.)': 106388.8}",2
4568,Delivery,2023/BZP 00023476,True,Roczna sukcesywna dostawa gazu propan do zbiorników znajdujących się na terenie TL w Warcinie,09122100-1 (Propan),"{'6.2.)': 181800.0, '6.3.)': 245700.0, '6.4.)': 181800.0, '8.2.)': 181800.0}",1
4569,Services,2023/BZP 00023484,True,Wykonywanie w 2023 r. całodobowej ochrony fizycznej Hali Widowiskowo Sportowej „AZOTY”  zlokalizowanej przy ul. Mostowej 1A oraz konwojowanie wartości pieniężnych z obiektów MOSiR w Kędzierzynie-Koźlu,79710000-4 (Usługi ochroniarskie),"{'6.2.)': 347863.2, '6.3.)': 347863.2, '6.4.)': 347863.2, '8.2.)': 347863.2}",1
4570,Services,2023/BZP 00023488,True,Utrzymanie i pielęgnacja zieleni na terenie parku w Koziegłowach oraz terenach przyległych oraz utrzymanie i pielęgnacja zieleni na terenie parków zabytkowych w Owińskach i Bolechowie,"77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),77314100-5 (Usługi w zakresie trawników),77340000-5 (Usługi okrzesywania drzew oraz przycinania żywopłotów),77313000-7 (Usługi utrzymania parków),77312000-0 (Usługi usuwania chwastów),77211500-7 (Usługi pielęgnacji drzew)",{'4.3.1)': 190152.79},1
4571,Services,2023/BZP 00023491,True,Świadczenie usług pocztowych w obrocie krajowym i zagranicznym na potrzeby Urzędu Miejskiego w Wyszkowie w 2023 r.,"64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek),64121100-1 (Usługi dostarczania poczty)","{'6.2.)': 379096.6, '6.3.)': 379096.6, '6.4.)': 379096.6, '8.2.)': 379096.6}",1
4572,Delivery,2023/BZP 00023492,True,Dostawa akcesoriów medycznych - podział na części,33162000-3 (Urządzenia i przyrządy używane na salach operacyjnych),"{'4.3.)': 517051.0, '4.5.5.)': 6318.0, '6.2.)': 22927.32, '6.3.)': 22927.32, '6.4.)': 22927.32, '8.2.)': 22927.32}",7
4573,Services,2023/BZP 00023494,True,„Usługi pocztowe dla Urzędu Miasta i Gminy Szamotuły w 2023 roku”,64110000-0 (Usługi pocztowe),"{'4.3.)': 377421.8, '6.2.)': 351741.8, '6.3.)': 351741.8, '6.4.)': 351741.8, '8.2.)': 351741.8}",1
4574,Services,2023/BZP 00023497,True,"Usługa społeczna dot. świadczenia usług pocztowych dla Urzędu Miejskiego 
w Radomiu.","64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek),64100000-7 (Usługi pocztowe i kurierskie)","{'4.3.)': 949999.25, '4.3.1)': 485999.45, '8.2.)': 480912.86}",1
4575,Delivery,2023/BZP 00023509,True,Dostawa wyposażenia dla Krynickiego Studia Baletowego im. W. Szlęka – etap 2 .,"38651600-9 (Kamery cyfrowe),38651000-3 (Aparaty fotograficzne),30234600-4 (Pamięć flash),38650000-6 (Sprzęt fotograficzny)","{'6.2.)': 313698.02, '6.3.)': 313698.02, '6.4.)': 313698.02, '8.2.)': 313698.02}",1
4576,Services,2023/BZP 00023510,True,Świadczenie usług schronienia dla osób bezdomnych na 2023 rok.,"85311000-2 (Usługi opieki społecznej obejmujące miejsca noclegowe),55270000-3 (Usługi świadczone przez placówki oferujące wyżywienie i miejsca noclegowe)","{'4.5.5.)': 730800.0, '6.2.)': 766500.0, '6.3.)': 766500.0, '6.4.)': 766500.0, '8.2.)': 766500.0}",1
4577,Works,2023/BZP 00023521,True,"Budowa sieci wodociągowej i kanalizacyjnej w miejscowościach Jesionka, Łosia Wólka, Cząstków Polski, Kaliszki w gm. Czosnów.",45231300-8 (Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków),"{'6.2.)': 1585470.0, '6.3.)': 5878047.06, '6.4.)': 1585470.0, '8.2.)': 1585470.0}",1
4579,Delivery,2023/BZP 00023548,True,ZAKUP I DOSTAWY ŚRODKÓW CZYSTOŚCI I HIGIENY ORAZ AKCESORIÓW GOSPODARCZYCH W 2023 r.,"39224000-8 (Miotły i szczotki i inne artykuły różnego rodzaju),33760000-5 (Papier toaletowy, chusteczki higieniczne, ręczniki do rąk i serwety),39830000-9 (Środki czyszczące),19620000-8 (Odpady włókiennicze)","{'4.5.5.)': 72165.9, '6.2.)': 134225.88, '6.3.)': 134225.88, '6.4.)': 134225.88, '8.2.)': 134225.88}",2
4580,Services,2023/BZP 00023564,True,„Obsługa komunikacji miejskiej na terenie Miasta i Gminy Szamotuły w 2023 r.”.,60112000-6 (Usługi w zakresie publicznego transportu drogowego),"{'4.3.)': 764448.14, '6.2.)': 694952.85, '6.3.)': 694952.85, '6.4.)': 694952.85, '8.2.)': 694952.85}",1
4581,Works,2023/BZP 00023565,True,Remont drogi leśnej Klonownica – Ostry Róg,"45000000-7 (Roboty budowlane),45233120-6 (Roboty w zakresie budowy dróg),14210000-6 (Żwir, piasek, kamień kruszony i kruszywa)","{'4.3.)': 306910.91, '6.2.)': 385804.88, '6.3.)': 584405.29, '6.4.)': 385804.88, '8.2.)': 385804.88}",1
4582,Services,2023/BZP 00023568,True,Usługa z zakresu zagospodarowania lasu oraz pozyskania i zrywki drewna w lasach mienia komunalnego Gminy Lubaczów w roku 2023,"77200000-2 (Usługi leśnictwa),77210000-5 (Usługi pozyskiwania drewna),77211000-2 (Usługi uboczne związane z pozyskiwaniem drewna),77211100-3 (Usługi cięcia drewna),77211200-4 (Transport dłużyc na terenie lasów),77211300-5 (Usługi selekcji drzew),77211400-6 (Usługi wycinania drzew),77211500-7 (Usługi pielęgnacji drzew),77211600-8 (Sadzenie drzew),77230000-1 (Usługi doraźne dotyczące leśnictwa),77231000-8 (Usługi gospodarki leśnej)",{},1
4583,Services,2023/BZP 00023575,True,„Świadczenie usług w formie przygotowywania i podawania gorącego posiłku dla osób korzystających ze wsparcia Miejskiego Ośrodka Pomocy Społecznej w Malborku na 2023 rok”,"55320000-9 (Usługi podawania posiłków),55321000-6 (Usługi przygotowywania posiłków)",{'8.2.)': 1125000.0},1
4585,Services,2023/BZP 00023583,True,"Usługa cateringu dla dzieci uczęszczających do Gminnego Żłobka
„Zielona Kraina” w Rogoźnie","55321000-6 (Usługi przygotowywania posiłków),55520000-1 (Usługi dostarczania posiłków),55322000-3 (Usługi gotowania posiłków)","{'4.3.)': 119791.67, '6.2.)': 12.99, '6.4.)': 12.99, '8.2.)': 12.99}",1
4586,Services,2023/BZP 00023585,True,Dowóz uczniów do szkół w okresie od dnia 02.01.2023 r. do dnia 23.06.2023 r.,"60100000-9 (Usługi w zakresie transportu drogowego),60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób)","{'4.3.)': 172725.44, '4.5.5.)': 30304.22, '6.2.)': 32728.56, '6.3.)': 32728.56, '6.4.)': 32728.56, '8.2.)': 32728.56}",2
4587,Delivery,2023/BZP 00023597,True,Dostawa artykułów żywieniowych dla jednostek organizacyjnych Gminy Miejsce Piastowe oraz Zespołu Żłobków Gminy Miejsce Piastowe Mrożonki,"15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15221000-3 (Ryby mrożone)","{'4.3.1)': 90568.0, '6.2.)': 63628.55, '6.3.)': 63628.55, '6.4.)': 63628.55, '8.2.)': 63628.55}",1
4590,Delivery,2023/BZP 00023621,True,"Dostawa mięsa, drobiu oraz wyrobów wędliniarskich
na potrzeby 1WSzKzP SPZOZ w Lublinie Filii w Ełku","15112000-6 (Drób),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15131100-6 (Produkty mięsno-wędliniarskie)","{'4.3.)': 130601.47, '4.5.5.)': 58332.78, '8.2.)': 53433.4, '6.2.)': 53433.4, '6.3.)': 71930.0, '6.4.)': 53433.4}",3
4591,Delivery,2023/BZP 00023623,True,Zakup mebli biurowych,39151000-5 (Meble różne),"{'6.2.)': 292678.5, '6.3.)': 323736.0, '6.4.)': 292678.5, '8.2.)': 292678.5}",1
4592,Services,2023/BZP 00023627,True,Przygotowanie i dostawa posiłków dla dzieci z Gminnego Przedszkola z Oddziałami Integracyjnymi w Starym Sączu w okresie od stycznia do czerwca 2023 r.,"55524000-9 (Usługi dostarczania posiłków do szkół),55321000-6 (Usługi przygotowywania posiłków)","{'4.3.)': 402028.01, '4.3.1)': 234620.0, '6.2.)': 246214.5, '6.3.)': 246214.5, '6.4.)': 246214.5, '8.2.)': 246214.5}",1
4593,Delivery,2023/BZP 00023636,True,"Dostawa artykułów biurowych , tonerów i materiałów eksploatacyjnych do drukarek","30190000-7 (Różny sprzęt i artykuły biurowe),30125110-5 (Toner do drukarek laserowych/faksów),30197600-2 (Papier i tektura gotowe),30199200-2 (Koperty, karty pocztowe oraz czyste karty pocztowe)","{'4.3.)': 276008.13, '4.5.5.)': 76810.0, '6.2.)': 98163.14, '6.3.)': 104109.17, '6.4.)': 98163.14, '8.2.)': 98163.14}",3
4594,Services,2023/BZP 00023644,True,Usługa ubezpieczenia Przedsiębiorstwa Gospodarki Komunalnej i Mieszkaniowej w Lubsku Sp. z o.o.,66510000-8 (Usługi ubezpieczeniowe),"{'6.2.)': 45090.57, '6.4.)': 45090.57, '8.2.)': 45090.57}",2
4596,Services,2023/BZP 00023673,True,Świadczenie stałych usług informatycznych oraz usług serwisu/nadzoru nad systemami/urządzeniami w Narodowym Instytucie Kultury i Dziedzictwa Wsi,"72000000-5 (Usługi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia),72700000-7 (Usługi w zakresie sieci komputerowej),72600000-6 (Usługi doradcze i dodatkowe w zakresie sprzętu komputerowego)",{},1
4597,Delivery,2023/BZP 00023681,True,Dostawa artykułów żywieniowych dla jednostek organizacyjnych Gminy Miejsce Piastowe oraz Zespołu Żłobków Gminy Miejsce Piastowe Mleko i produkty mleczne,"15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15500000-3 (Produkty mleczarskie)","{'4.3.1)': 132236.0, '6.2.)': 94929.2, '6.3.)': 112802.77, '6.4.)': 94929.2, '8.2.)': 94929.2}",1
4598,Services,2023/BZP 00023685,True,Świadczenie usług transportowych na potrzeby Działu technicznej obsługi budynków i Działu obsługi urządzeń komunalnych w Zakładzie Gospodarki Komunalnej i Mieszkaniowej w Policach – Transport nr 1,"60171000-7 (Wynajem samochodów osobowych wraz z kierowcą),60181000-0 (Wynajem samochodów ciężarowych wraz z kierowcą)",{},1
4599,Works,2023/BZP 00023702,True,“Zakup i montaż lamp solarno-wiatrowych na terenie miasta i gminy Jelcz-Laskowice”,45316100-6 (Instalowanie urządzeń oświetlenia zewnętrznego),"{'6.2.)': 408276.83, '6.3.)': 442800.0, '6.4.)': 408276.83, '8.2.)': 408276.83}",1
4600,Services,2023/BZP 00023713,True,Dowozy dzieci niepełnosprawnych z terenu Gminy Lubsza do placówek oświatowych w roku 2023,"60100000-9 (Usługi w zakresie transportu drogowego),60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),85312120-6 (Usługi opieki dziennej nad dziećmi i młodzieżą niepełnosprawną)","{'6.2.)': 252378.72, '6.3.)': 252378.72, '6.4.)': 252378.72, '8.2.)': 252378.72}",1
4601,Works,2023/BZP 00023718,True,"Ogród sensoryczny dla młodszych i starszych ‘Zielony zakątek’ przy Szkole Podstawowej nr 4 w Kaliszu, ul. Polna 17","45112710-5 (Roboty w zakresie kształtowania terenów zielonych),45212221-1 (Roboty budowlane związane z obiektami na terenach sportowych),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45112723-9 (Roboty w zakresie kształtowania placów zabaw),45232120-9 (Roboty nawadniające),45332200-5 (Roboty instalacyjne hydrauliczne),45232121-6 (Roboty budowlane w zakresie rurociągów nawadniających),43323000-3 (Sprzęt do nawadniania),32323500-8 (Urządzenia do nadzoru wideo),37535200-9 (Wyposażenie placów zabaw),45111300-1 (Roboty rozbiórkowe),45233161-5 (Roboty budowlane w zakresie ścieżek pieszych)","{'6.2.)': 232408.5, '6.3.)': 1106877.11, '6.4.)': 232408.5, '8.2.)': 232408.5}",1
4602,Services,2023/BZP 00023721,True,"Zakup autobusowych biletów miesięcznych dla uczniów dojeżdżających do
szkół na terenie Gminy Jemielno w 2023 roku","60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),60100000-9 (Usługi w zakresie transportu drogowego)","{'6.2.)': 399960.0, '6.3.)': 399960.0, '6.4.)': 399960.0, '8.2.)': 399960.0}",1
4603,Delivery,2023/BZP 00023725,True,Sukcesywna dostawa stentów oraz materiałów medycznych dla potrzeb Kliniki Chirurgii Naczyniowej Wojewódzkiego Szpitala Zespolonego w Kielcach,33140000-3 (Materiały medyczne),"{'4.5.5.)': 124750.0, '6.2.)': 124950.0, '6.3.)': 124950.0, '6.4.)': 124950.0, '8.2.)': 124950.0}",3
4604,Works,2023/BZP 00023741,True,Wymiana i modernizacja systemu sygnalizacji pożarowej (SAP) w Domu Łaskiego” dla Instytutu Kultury Willa Decjusza w Krakowie,45343000-3 (Roboty instalacyjne przeciwpożarowe),"{'4.3.)': 139535.44, '8.2.)': 159469.5}",1
4605,Delivery,2023/BZP 00023753,True,"Sprzedaż energii elektrycznej do obiektów Oddziału Terenowego KOWR 
w Pruszczu Gdańskim mieszczących się w Malborku, Bytowie i Słupsku w roku 2023","09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)","{'4.3.1)': 150187.49, '6.2.)': 107803.62, '6.3.)': 143009.93, '6.4.)': 107803.62, '8.2.)': 107803.62}",1
4606,Delivery,2023/BZP 00023761,True,Dostawa żywności dla Młodzieżowego Ośrodka Wychowawczego we Włocławku,"15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15111000-9 (Mięso wołowe),15113000-3 (Wieprzowina),15131100-6 (Produkty mięsno-wędliniarskie),15131134-3 (Kaszanka i inne wędliny krwiste),15112000-6 (Drób),15131135-0 (Wędliny drobiowe),15500000-3 (Produkty mleczarskie),15510000-6 (Mleko i śmietana),15530000-2 (Masło),15540000-5 (Produkty serowarskie),15551300-8 (Jogurt),15300000-1 (Owoce, warzywa i podobne produkty),03000000-1 (Produkty rolnictwa, hodowli, rybołówstwa, leśnictwa i podobne),15331100-8 (Warzywa świeże lub mrożone),03220000-9 (Warzywa, owoce i orzechy),03221100-7 (Warzywa korzeniowe i bulwiaste),03221112-4 (Marchew),03221410-3 (Kapusta),03221230-7 (Papryka),03221400-0 (Warzywa kapustne),03222210-8 (Cytryny),03222321-9 (Jabłka),15331000-7 (Warzywa przetworzone),15331500-2 (Warzywa konserwowane w occie),15332100-5 (Przetworzone owoce),15331136-9 (Papryki przetworzone),15332290-3 (Dżemy),15411100-3 (Olej roślinny),15612000-1 (Mąka zbożowa lub roślinna i podobne produkty),15800000-6 (Różne produkty spożywcze),15831600-8 (Miód),15850000-1 (Produkty z ciasta makaronowego),15851100-9 (Makaron niegotowany),15872000-1 (Zioła i przyprawy korzenne),15872400-5 (Sól),15871000-4 (Ocet; sosy; mieszanki przypraw; mąka i mączka z gorczycy; gotowa musztarda),15240000-2 (Ryby puszkowane i pozostałe ryby konserwowane lub przetworzone),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15200000-0 (Ryby przetworzone i konserwowane),15896000-5 (Produkty głęboko mrożone),15331170-9 (Warzywa mrożone),15894300-4 (Dania gotowe),15811000-6 (Pieczywo),15811100-7 (Chleb),15811400-0 (Bułeczki),03142500-3 (Jaja)","{'4.5.5.)': 1100.0, '6.2.)': 19748.5, '6.3.)': 19748.5, '8.2.)': 19748.5, '6.4.)': 19748.5}",6
4607,Works,2023/BZP 00023769,True,Modernizacja podłóg na korytarzach w budynku Starostwa Powiatowego w Grójcu,44112220-6 (Podłogi z tworzyw sztucznych),"{'4.3.)': 44665.21, '6.2.)': 41709.02, '6.3.)': 61971.2, '6.4.)': 41709.02, '8.2.)': 41709.02}",1
4608,Works,2023/BZP 00023773,True,Budowa strefy aktywnej rekreacji w Kampinosie,"45000000-7 (Roboty budowlane),45111200-0 (Roboty w zakresie przygotowania terenu pod budowę i roboty ziemne),45112720-8 (Roboty w zakresie kształtowania terenów sportowych i rekreacyjnych),45223800-4 (Montaż i wznoszenie gotowych konstrukcji)","{'6.2.)': 302272.5, '6.3.)': 302272.5, '6.4.)': 302272.5, '8.2.)': 302272.5}",1
4609,Services,2023/BZP 00023777,True,Dowóz uczniów do szkół z terenu Gminy Ropczyce w okresie od 02.01.2023 r. do 31.08.2023 r. gdzie zastosowano podział na zadania,"60112000-6 (Usługi w zakresie publicznego transportu drogowego),60100000-9 (Usługi w zakresie transportu drogowego)","{'4.3.)': 321524.36, '4.5.5.)': 39180.96, '6.2.)': 30420.0, '6.3.)': 81120.0, '6.4.)': 30420.0, '8.2.)': 30420.0}",8
4610,Services,2023/BZP 00023781,True,Przewóz 25 uczniów niepełnosprawnych z  miejsca zamieszkania do szkoły/ przedszkola i z powrotem.,60130000-8 (Usługi w zakresie specjalistycznego transportu drogowego osób),"{'6.2.)': 160480.0, '6.3.)': 160480.0, '6.4.)': 160480.0, '8.2.)': 160480.0}",1
4612,Services,2023/BZP 00023791,True,"Świadczenie usług w zakresie przycinania, usuwania drzew, krzewów i bylin
oraz nasadzeń drzew, krzewów i bylin","77211400-6 (Usługi wycinania drzew),77211500-7 (Usługi pielęgnacji drzew),77211600-8 (Sadzenie drzew)","{'4.3.)': 210172.5, '6.2.)': 173019.24, '6.3.)': 206194.68, '6.4.)': 173019.24, '8.2.)': 173019.24}",1
4613,Services,2023/BZP 00023793,True,Przygotowanie i dostawa posiłków dla uczniów Szkoły Podstawowej Nr 2 im. Juliusza Słowackiego w Starym Sączu w okresie od stycznia do czerwca 2023 r.,"55524000-9 (Usługi dostarczania posiłków do szkół),55321000-6 (Usługi przygotowywania posiłków)","{'4.3.)': 208108.0, '4.3.1)': 129260.0, '6.2.)': 135723.0, '6.3.)': 135723.0, '6.4.)': 135723.0, '8.2.)': 135723.0}",1
4614,Works,2023/BZP 00023794,True,Naprawa asfaltowych nawierzchni drogowych  na terenie Akademii Sztuki Wojennej w latach 2022 - 2024.,"45233142-6 (Roboty w zakresie naprawy dróg),45233141-9 (Roboty w zakresie konserwacji dróg),45233221-4 (Malowanie nawierzchi)","{'4.3.)': 7071260.43, '4.3.1)': 528455.28, '6.2.)': 462295.5, '6.3.)': 1028517.69, '6.4.)': 462295.5}",1
4615,Services,2023/BZP 00023798,True,konserwacja instalacji sygnalizacji pożarowej w Budynku A ITC  dla Instytutu Techniki Cieplnej  Wydziału Mechanicznego Energetyki i Lotnictwa Politechniki Warszawskiej,"50800000-3 (Różne usługi w zakresie napraw i konserwacji),75251110-4 (Usługi ochrony przeciwpożarowej)",{},1
4616,Services,2023/BZP 00023799,True,Zarządzanie zasobem lokalowym.,70330000-3 (Usługi zarządzania nieruchomościami na zasadzie bezpośredniej płatności lub umowy),"{'6.2.)': 443030.0, '6.3.)': 443030.0, '6.4.)': 443030.0, '8.2.)': 443030.0}",1
